Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order Time),diff_order_delivery,Hour(Delivery Time),Price (INR),Order_Amount,Day_of_order,Day_of_delivery,Revenue
675,C052,13,4,28-02-2023,08:04:46,09-03-2023,23:52:12,Pali,Holi,February,8,9,23,1141,4564,Tuesday,Thursday,4564
676,C038,46,4,18-02-2023,12:42:24,20-02-2023,20:52:32,Kanpur,Anniversary,February,12,2,20,758,3032,Saturday,Monday,3032
682,C054,50,5,26-02-2023,07:31:16,05-03-2023,11:32:33,Hyderabad,Holi,February,7,7,11,422,2110,Sunday,Sunday,2110
707,C036,70,4,03-02-2023,06:17:26,12-02-2023,01:04:19,Tirunelveli,Birthday,February,6,9,1,866,3464,Friday,Sunday,3464
723,C045,14,3,04-02-2023,18:00:57,05-02-2023,00:57:28,Mau,Birthday,February,18,1,0,1915,5745,Saturday,Sunday,5745
729,C030,17,1,23-02-2023,18:19:53,25-02-2023,11:51:19,Kollam,Anniversary,February,18,2,11,1899,1899,Thursday,Saturday,1899
735,C037,56,1,02-02-2023,07:22:26,04-02-2023,05:57:58,Nandyal,Anniversary,February,7,2,5,1272,1272,Thursday,Saturday,1272
755,C037,6,5,27-02-2023,16:33:26,06-03-2023,02:16:52,Aurangabad,Holi,February,16,7,2,1112,5560,Monday,Monday,5560
762,C064,50,1,26-02-2023,10:11:19,01-03-2023,03:56:20,Bangalore,Holi,February,10,3,3,422,422,Sunday,Wednesday,422
775,C077,45,1,19-02-2023,03:48:10,24-02-2023,23:31:47,Anand,Birthday,February,3,5,23,722,722,Sunday,Friday,722
777,C016,70,3,24-02-2023,15:33:57,27-02-2023,11:29:39,Bhusawal,Birthday,February,15,3,11,866,2598,Friday,Monday,2598
785,C052,47,5,26-02-2023,17:41:34,01-03-2023,13:09:23,Jodhpur,Holi,February,17,3,13,1638,8190,Sunday,Wednesday,8190
790,C046,26,2,28-02-2023,06:03:29,08-03-2023,04:20:38,Chennai,Holi,February,6,8,4,289,578,Tuesday,Wednesday,578
806,C088,29,2,28-02-2023,13:01:22,08-03-2023,06:38:58,Jhansi,Holi,February,13,8,6,1252,2504,Tuesday,Wednesday,2504
816,C042,35,3,28-02-2023,19:44:25,10-03-2023,13:41:37,Ujjain,Holi,February,19,10,13,1865,5595,Tuesday,Friday,5595
821,C050,32,4,27-02-2023,20:15:31,07-03-2023,22:46:00,Bareilly,Birthday,February,20,8,22,1792,7168,Monday,Tuesday,7168
832,C026,65,4,01-02-2023,18:56:24,10-02-2023,02:19:29,Etawah,All Occasions,February,18,9,2,1895,7580,Wednesday,Friday,7580
854,C016,62,3,27-02-2023,02:00:33,02-03-2023,02:51:29,Bhind,Holi,February,2,3,2,1356,4068,Monday,Thursday,4068
857,C053,63,1,09-02-2023,09:22:18,18-02-2023,14:00:44,Bareilly,All Occasions,February,9,9,14,1348,1348,Thursday,Saturday,1348
861,C030,32,1,09-02-2023,08:19:31,14-02-2023,02:37:34,Bidar,Birthday,February,8,5,2,1792,1792,Thursday,Tuesday,1792
919,C038,35,5,28-02-2023,08:27:53,04-03-2023,00:05:29,Delhi,Holi,February,8,4,0,1865,9325,Tuesday,Saturday,9325
923,C034,7,4,27-02-2023,14:37:32,28-02-2023,22:01:37,Ahmedabad,Holi,February,14,1,22,409,1636,Monday,Tuesday,1636
943,C026,22,4,19-02-2023,14:27:09,22-02-2023,19:05:59,Narasaraopet,All Occasions,February,14,3,19,1639,6556,Sunday,Wednesday,6556
949,C020,6,4,27-02-2023,20:55:01,06-03-2023,09:35:17,Begusarai,Holi,February,20,7,9,1112,4448,Monday,Monday,4448
961,C016,1,5,01-02-2023,06:49:28,10-02-2023,20:54:38,Gulbarga,All Occasions,February,6,9,20,1935,9675,Wednesday,Friday,9675
973,C031,66,3,26-02-2023,10:35:55,07-03-2023,03:46:24,Barasat,Holi,February,10,9,3,610,1830,Sunday,Tuesday,1830
978,C019,29,4,28-02-2023,08:59:15,09-03-2023,06:31:07,Barasat,Holi,February,8,9,6,1252,5008,Tuesday,Thursday,5008
982,C019,47,4,28-02-2023,18:56:23,04-03-2023,03:11:23,Srinagar,Holi,February,18,4,3,1638,6552,Tuesday,Saturday,6552
991,C054,36,5,09-02-2023,15:01:12,15-02-2023,17:16:56,Barasat,Birthday,February,15,6,17,203,1015,Thursday,Wednesday,1015
51,C036,10,1,15-03-2023,09:23:49,19-03-2023,16:46:40,Agartala,Birthday,March,9,4,16,259,259,Wednesday,Sunday,259
96,C099,25,3,14-03-2023,15:00:21,23-03-2023,08:56:06,Latur,Anniversary,March,15,9,8,1202,3606,Tuesday,Thursday,3606
125,C020,31,2,19-03-2023,09:12:11,25-03-2023,14:36:11,Kolkata,All Occasions,March,9,6,14,1804,3608,Sunday,Saturday,3608
128,C065,12,3,06-03-2023,16:50:28,13-03-2023,15:11:19,Kochi,Anniversary,March,16,7,15,672,2016,Monday,Monday,2016
138,C022,57,4,11-03-2023,09:33:56,18-03-2023,06:02:40,Siliguri,Birthday,March,9,7,6,1582,6328,Saturday,Saturday,6328
147,C080,8,4,17-03-2023,19:28:15,23-03-2023,13:51:11,Jodhpur,Anniversary,March,19,6,13,252,1008,Friday,Thursday,1008
170,C040,32,2,21-03-2023,11:58:13,27-03-2023,05:14:07,Kamarhati,Birthday,March,11,6,5,1792,3584,Tuesday,Monday,3584
176,C039,17,2,10-03-2023,03:34:46,16-03-2023,17:24:51,Moradabad,Anniversary,March,3,6,17,1899,3798,Friday,Thursday,3798
197,C095,45,2,22-03-2023,18:38:42,26-03-2023,03:30:06,Etawah,Birthday,March,18,4,3,722,1444,Wednesday,Sunday,1444
228,C035,36,1,10-03-2023,18:40:52,11-03-2023,10:30:00,Bijapur,Birthday,March,18,1,10,203,203,Friday,Saturday,203
234,C097,42,1,24-03-2023,21:18:12,01-04-2023,00:36:53,Khandwa,All Occasions,March,21,8,0,1744,1744,Friday,Saturday,1744
240,C074,5,5,25-03-2023,06:03:38,30-03-2023,15:43:28,Darbhanga,All Occasions,March,6,5,15,1444,7220,Saturday,Thursday,7220
244,C041,65,3,20-03-2023,15:06:01,30-03-2023,07:06:40,Guntakal,All Occasions,March,15,10,7,1895,5685,Monday,Thursday,5685
263,C081,57,4,12-03-2023,09:35:10,13-03-2023,15:22:01,Chittoor,Birthday,March,9,1,15,1582,6328,Sunday,Monday,6328
304,C088,67,3,12-03-2023,09:24:28,19-03-2023,23:09:37,Tiruchirappalli,Anniversary,March,9,7,23,1374,4122,Sunday,Sunday,4122
308,C005,57,1,09-03-2023,07:54:11,12-03-2023,12:11:24,Haldia,Birthday,March,7,3,12,1582,1582,Thursday,Sunday,1582
321,C049,12,5,08-03-2023,11:27:05,17-03-2023,09:51:43,Rampur,Anniversary,March,11,9,9,672,3360,Wednesday,Friday,3360
362,C041,31,2,10-03-2023,03:40:01,17-03-2023,10:35:23,Nashik,All Occasions,March,3,7,10,1804,3608,Friday,Friday,3608
394,C028,38,5,23-03-2023,04:26:37,31-03-2023,19:25:58,Dewas,Birthday,March,4,8,19,562,2810,Thursday,Friday,2810
396,C068,10,5,15-03-2023,15:30:58,16-03-2023,01:45:01,Tiruvottiyur,Birthday,March,15,1,1,259,1295,Wednesday,Thursday,1295
408,C063,31,2,05-03-2023,12:19:26,11-03-2023,04:41:38,Haldia,All Occasions,March,12,6,4,1804,3608,Sunday,Saturday,3608
459,C093,12,2,29-03-2023,07:24:55,30-03-2023,07:34:31,Ranchi,Anniversary,March,7,1,7,672,1344,Wednesday,Thursday,1344
473,C061,22,3,28-03-2023,08:13:57,04-04-2023,15:44:18,Giridih,All Occasions,March,8,7,15,1639,4917,Tuesday,Tuesday,4917
513,C088,1,4,27-03-2023,09:57:32,02-04-2023,13:56:41,Nandyal,All Occasions,March,9,6,13,1935,7740,Monday,Sunday,7740
601,C030,1,4,14-03-2023,02:37:47,18-03-2023,03:37:12,Raurkela Industrial Township,All Occasions,March,2,4,3,1935,7740,Tuesday,Saturday,7740
637,C056,51,3,12-03-2023,19:29:26,20-03-2023,22:34:14,Darbhanga,All Occasions,March,19,8,22,1084,3252,Sunday,Monday,3252
687,C098,8,5,15-03-2023,17:57:15,19-03-2023,04:50:54,Raichur,Anniversary,March,17,4,4,252,1260,Wednesday,Sunday,1260
695,C046,23,4,05-03-2023,16:36:52,14-03-2023,17:01:44,Imphal,Anniversary,March,16,9,17,1098,4392,Sunday,Tuesday,4392
802,C097,45,3,23-03-2023,12:37:23,26-03-2023,06:19:00,Dibrugarh,Birthday,March,12,3,6,722,2166,Thursday,Sunday,2166
818,C004,8,4,02-03-2023,07:51:06,09-03-2023,09:07:41,Thrissur,Anniversary,March,7,7,9,252,1008,Thursday,Thursday,1008
849,C013,57,1,12-03-2023,01:16:48,14-03-2023,00:50:03,Panipat,Birthday,March,1,2,0,1582,1582,Sunday,Tuesday,1582
877,C041,46,5,09-03-2023,23:16:16,18-03-2023,12:27:24,Hazaribagh,Anniversary,March,23,9,12,758,3790,Thursday,Saturday,3790
884,C091,10,3,18-03-2023,22:15:44,27-03-2023,18:59:55,Tezpur,Birthday,March,22,9,18,259,777,Saturday,Monday,777
890,C064,45,4,23-03-2023,23:25:20,27-03-2023,11:38:15,Kharagpur,Birthday,March,23,4,11,722,2888,Thursday,Monday,2888
893,C010,63,3,28-03-2023,15:40:42,07-04-2023,14:49:23,Sangli-Miraj & Kupwad,All Occasions,March,15,10,14,1348,4044,Tuesday,Friday,4044
895,C066,45,1,28-03-2023,18:45:56,06-04-2023,02:53:40,Sambhal,Birthday,March,18,9,2,722,722,Tuesday,Thursday,722
902,C025,32,5,22-03-2023,13:29:55,24-03-2023,12:24:01,Bidar,Birthday,March,13,2,12,1792,8960,Wednesday,Friday,8960
924,C013,17,1,25-03-2023,09:47:09,04-04-2023,22:56:05,Sagar,Anniversary,March,9,10,22,1899,1899,Saturday,Tuesday,1899
926,C049,40,4,28-03-2023,23:01:58,31-03-2023,23:51:25,Kulti,Anniversary,March,23,3,23,1923,7692,Tuesday,Friday,7692
929,C085,23,1,19-03-2023,07:00:52,26-03-2023,13:02:32,Kavali,Anniversary,March,7,7,13,1098,1098,Sunday,Sunday,1098
937,C097,51,2,11-03-2023,03:57:43,15-03-2023,19:27:13,Rohtak,All Occasions,March,3,4,19,1084,2168,Saturday,Wednesday,2168
983,C094,70,1,25-03-2023,09:39:44,01-04-2023,06:38:43,Satna,Birthday,March,9,7,6,866,866,Saturday,Saturday,866
26,C040,6,3,06-03-2023,05:03:06,12-03-2023,06:06:11,Amroha,Holi,March,5,6,6,1112,3336,Monday,Sunday,3336
62,C074,6,4,02-03-2023,15:30:51,06-03-2023,23:51:40,Jorhat,Holi,March,15,4,23,1112,4448,Thursday,Monday,4448
32,C065,7,5,04-03-2023,15:36:41,05-03-2023,15:54:10,Pudukkottai,Holi,March,15,1,15,409,2045,Saturday,Sunday,2045
35,C055,7,5,02-03-2023,16:10:26,05-03-2023,15:00:40,Asansol,Holi,March,16,3,15,409,2045,Thursday,Sunday,2045
11,C065,16,4,02-03-2023,20:14:55,03-03-2023,23:19:47,Belgaum,Holi,March,20,1,23,1721,6884,Thursday,Friday,6884
19,C072,62,4,07-03-2023,07:59:48,08-03-2023,03:04:34,Vijayanagaram,Holi,March,7,1,3,1356,5424,Tuesday,Wednesday,5424
36,C029,66,1,04-03-2023,10:28:53,14-03-2023,08:14:49,New Delhi,Holi,March,10,10,8,610,610,Saturday,Tuesday,610
72,C058,26,3,03-03-2023,15:49:26,12-03-2023,17:34:10,Bally,Holi,March,15,9,17,289,867,Friday,Sunday,867
73,C057,26,1,03-03-2023,12:52:36,11-03-2023,01:28:36,Farrukhabad,Holi,March,12,8,1,289,289,Friday,Saturday,289
84,C032,47,1,04-03-2023,03:31:50,06-03-2023,07:02:20,Tirupati,Holi,March,3,2,7,1638,1638,Saturday,Monday,1638
85,C041,26,2,04-03-2023,21:35:20,14-03-2023,14:48:22,Agra,Holi,March,21,10,14,289,578,Saturday,Tuesday,578
94,C099,69,5,02-03-2023,14:51:08,11-03-2023,08:14:49,Purnia,Holi,March,14,9,8,998,4990,Thursday,Saturday,4990
110,C075,26,2,04-03-2023,11:23:44,13-03-2023,08:27:31,Kishanganj,Holi,March,11,9,8,289,578,Saturday,Monday,578
119,C010,6,4,04-03-2023,11:02:10,12-03-2023,12:22:18,Fatehpur,Holi,March,11,8,12,1112,4448,Saturday,Sunday,4448
134,C036,69,5,05-03-2023,19:12:46,14-03-2023,04:58:29,Malda,Holi,March,19,9,4,998,4990,Sunday,Tuesday,4990
137,C070,47,2,05-03-2023,16:06:24,11-03-2023,07:29:21,Warangal,Holi,March,16,6,7,1638,3276,Sunday,Saturday,3276
140,C015,47,1,04-03-2023,06:19:35,13-03-2023,21:29:35,Bharatpur,Holi,March,6,9,21,1638,1638,Saturday,Monday,1638
153,C094,16,4,04-03-2023,12:15:00,10-03-2023,06:04:43,Rewa,Holi,March,12,6,6,1721,6884,Saturday,Friday,6884
158,C007,35,2,03-03-2023,15:40:17,08-03-2023,02:53:01,Medininagar,Holi,March,15,5,2,1865,3730,Friday,Wednesday,3730
168,C092,35,2,04-03-2023,15:36:03,07-03-2023,11:02:42,Bidar,Holi,March,15,3,11,1865,3730,Saturday,Tuesday,3730
172,C070,62,4,03-03-2023,04:40:04,08-03-2023,05:12:47,Patiala,Holi,March,4,5,5,1356,5424,Friday,Wednesday,5424
177,C085,62,4,05-03-2023,01:49:12,07-03-2023,14:50:42,Satara,Holi,March,1,2,14,1356,5424,Sunday,Tuesday,5424
207,C078,6,2,05-03-2023,01:13:16,07-03-2023,12:15:56,Amravati,Holi,March,1,2,12,1112,2224,Sunday,Tuesday,2224
214,C099,13,3,01-03-2023,07:49:55,07-03-2023,08:27:25,Durgapur,Holi,March,7,6,8,1141,3423,Wednesday,Tuesday,3423
219,C027,16,5,05-03-2023,00:36:07,11-03-2023,10:36:05,Bhimavaram,Holi,March,0,6,10,1721,8605,Sunday,Saturday,8605
220,C001,26,3,06-03-2023,12:26:54,15-03-2023,14:41:52,Jalandhar,Holi,March,12,9,14,289,867,Monday,Wednesday,867
238,C083,26,4,05-03-2023,07:56:43,11-03-2023,20:18:17,Jammu,Holi,March,7,6,20,289,1156,Sunday,Saturday,1156
245,C020,50,3,05-03-2023,06:25:26,11-03-2023,09:30:30,Noida,Holi,March,6,6,9,422,1266,Sunday,Saturday,1266
259,C001,62,1,05-03-2023,15:21:54,10-03-2023,00:04:01,Sirsa,Holi,March,15,5,0,1356,1356,Sunday,Friday,1356
260,C100,69,5,06-03-2023,13:06:11,16-03-2023,22:22:30,Satara,Holi,March,13,10,22,998,4990,Monday,Thursday,4990
267,C055,35,3,04-03-2023,13:38:57,12-03-2023,03:52:00,Chandrapur,Holi,March,13,8,3,1865,5595,Saturday,Sunday,5595
275,C028,29,1,02-03-2023,04:13:47,05-03-2023,01:17:39,Ranchi,Holi,March,4,3,1,1252,1252,Thursday,Sunday,1252
286,C098,50,3,06-03-2023,20:05:40,12-03-2023,02:41:27,Mango,Holi,March,20,6,2,422,1266,Monday,Sunday,1266
287,C011,7,5,03-03-2023,04:54:04,06-03-2023,15:39:57,Muzaffarnagar,Holi,March,4,3,15,409,2045,Friday,Monday,2045
290,C079,69,3,06-03-2023,10:27:18,10-03-2023,14:33:34,Alwar,Holi,March,10,4,14,998,2994,Monday,Friday,2994
294,C047,26,5,01-03-2023,21:04:18,03-03-2023,19:44:54,Nagpur,Holi,March,21,2,19,289,1445,Wednesday,Friday,1445
305,C003,26,1,02-03-2023,00:10:44,10-03-2023,14:01:05,Lucknow,Holi,March,0,8,14,289,289,Thursday,Friday,289
315,C063,26,5,06-03-2023,14:21:31,09-03-2023,19:20:21,Ambattur,Holi,March,14,3,19,289,1445,Monday,Thursday,1445
317,C014,29,3,07-03-2023,18:51:27,15-03-2023,16:12:50,Ahmednagar,Holi,March,18,8,16,1252,3756,Tuesday,Wednesday,3756
318,C038,26,5,07-03-2023,12:15:49,11-03-2023,15:59:47,Hosur,Holi,March,12,4,15,289,1445,Tuesday,Saturday,1445
320,C007,13,1,01-03-2023,07:49:55,08-03-2023,08:38:21,Bijapur,Holi,March,7,7,8,1141,1141,Wednesday,Wednesday,1141
343,C006,66,3,06-03-2023,14:12:40,09-03-2023,09:27:05,Parbhani,Holi,March,14,3,9,610,1830,Monday,Thursday,1830
346,C090,50,1,04-03-2023,23:24:17,12-03-2023,16:46:34,Pondicherry,Holi,March,23,8,16,422,422,Saturday,Sunday,422
357,C063,62,4,03-03-2023,20:01:18,13-03-2023,20:55:34,Kavali,Holi,March,20,10,20,1356,5424,Friday,Monday,5424
361,C049,47,4,03-03-2023,06:09:56,11-03-2023,08:33:10,Rajkot,Holi,March,6,8,8,1638,6552,Friday,Saturday,6552
367,C010,47,5,03-03-2023,00:44:09,12-03-2023,15:05:03,South Dumdum,Holi,March,0,9,15,1638,8190,Friday,Sunday,8190
368,C042,6,3,04-03-2023,23:03:22,06-03-2023,02:52:10,Nashik,Holi,March,23,2,2,1112,3336,Saturday,Monday,3336
378,C040,6,2,01-03-2023,11:30:20,08-03-2023,19:26:52,Hindupur,Holi,March,11,7,19,1112,2224,Wednesday,Wednesday,2224
379,C078,66,1,03-03-2023,23:31:41,06-03-2023,10:44:03,Bhavnagar,Holi,March,23,3,10,610,610,Friday,Monday,610
385,C002,50,4,03-03-2023,01:16:01,08-03-2023,10:46:18,Alwar,Holi,March,1,5,10,422,1688,Friday,Wednesday,1688
389,C061,29,2,06-03-2023,03:26:18,16-03-2023,18:13:40,Mahbubnagar,Holi,March,3,10,18,1252,2504,Monday,Thursday,2504
390,C043,26,4,03-03-2023,15:40:56,10-03-2023,23:02:07,Akola,Holi,March,15,7,23,289,1156,Friday,Friday,1156
395,C067,26,2,03-03-2023,23:14:54,06-03-2023,18:32:37,Hosur,Holi,March,23,3,18,289,578,Friday,Monday,578
402,C037,29,1,05-03-2023,16:42:29,08-03-2023,13:32:50,Thrissur,Holi,March,16,3,13,1252,1252,Sunday,Wednesday,1252
417,C004,62,4,07-03-2023,22:40:40,11-03-2023,05:56:33,Khammam,Holi,March,22,4,5,1356,5424,Tuesday,Saturday,5424
419,C065,47,3,05-03-2023,17:18:51,11-03-2023,13:53:36,Agartala,Holi,March,17,6,13,1638,4914,Sunday,Saturday,4914
424,C072,7,4,01-03-2023,03:04:56,09-03-2023,10:27:03,Kishanganj,Holi,March,3,8,10,409,1636,Wednesday,Thursday,1636
440,C018,13,4,07-03-2023,09:33:31,09-03-2023,01:21:29,Gudivada,Holi,March,9,2,1,1141,4564,Tuesday,Thursday,4564
448,C086,16,1,02-03-2023,02:42:54,03-03-2023,13:42:24,Bulandshahr,Holi,March,2,1,13,1721,1721,Thursday,Friday,1721
460,C007,29,2,04-03-2023,07:58:33,06-03-2023,00:07:26,Kolhapur,Holi,March,7,2,0,1252,2504,Saturday,Monday,2504
480,C059,62,4,06-03-2023,04:29:31,16-03-2023,22:19:33,Sagar,Holi,March,4,10,22,1356,5424,Monday,Thursday,5424
507,C028,13,4,07-03-2023,00:28:11,13-03-2023,20:11:36,Malda,Holi,March,0,6,20,1141,4564,Tuesday,Monday,4564
509,C003,13,5,05-03-2023,12:48:55,09-03-2023,07:47:16,Uluberia,Holi,March,12,4,7,1141,5705,Sunday,Thursday,5705
525,C033,16,2,02-03-2023,20:06:08,11-03-2023,22:22:35,Bhagalpur,Holi,March,20,9,22,1721,3442,Thursday,Saturday,3442
526,C008,13,5,02-03-2023,06:06:20,08-03-2023,01:35:05,Bangalore,Holi,March,6,6,1,1141,5705,Thursday,Wednesday,5705
544,C030,29,2,01-03-2023,02:31:54,11-03-2023,09:33:52,Belgaum,Holi,March,2,10,9,1252,2504,Wednesday,Saturday,2504
557,C039,47,3,01-03-2023,03:00:42,08-03-2023,02:10:39,Kavali,Holi,March,3,7,2,1638,4914,Wednesday,Wednesday,4914
565,C011,50,3,06-03-2023,17:28:16,14-03-2023,13:12:47,Mehsana,Holi,March,17,8,13,422,1266,Monday,Tuesday,1266
567,C090,66,1,06-03-2023,06:11:59,15-03-2023,18:57:04,Unnao,Holi,March,6,9,18,610,610,Monday,Wednesday,610
574,C064,29,3,02-03-2023,23:57:06,06-03-2023,21:45:12,Kozhikode,Holi,March,23,4,21,1252,3756,Thursday,Monday,3756
579,C092,29,2,07-03-2023,21:38:40,14-03-2023,10:45:06,Maheshtala,Holi,March,21,7,10,1252,2504,Tuesday,Tuesday,2504
592,C007,47,5,07-03-2023,03:27:03,11-03-2023,21:41:23,Phusro,Holi,March,3,4,21,1638,8190,Tuesday,Saturday,8190
596,C046,50,1,05-03-2023,14:57:41,14-03-2023,17:58:44,Tiruppur,Holi,March,14,9,17,422,422,Sunday,Tuesday,422
597,C074,16,1,01-03-2023,01:05:53,06-03-2023,02:49:44,Pimpri-Chinchwad,Holi,March,1,5,2,1721,1721,Wednesday,Monday,1721
600,C095,47,4,07-03-2023,21:24:39,09-03-2023,15:17:19,Shimla,Holi,March,21,2,15,1638,6552,Tuesday,Thursday,6552
607,C028,50,3,03-03-2023,01:50:25,05-03-2023,09:52:56,Bidhannagar,Holi,March,1,2,9,422,1266,Friday,Sunday,1266
612,C075,26,1,02-03-2023,10:22:25,08-03-2023,12:39:50,Shivpuri,Holi,March,10,6,12,289,289,Thursday,Wednesday,289
614,C089,26,1,03-03-2023,15:36:13,07-03-2023,18:51:41,Aizawl,Holi,March,15,4,18,289,289,Friday,Tuesday,289
619,C091,35,1,06-03-2023,07:18:46,16-03-2023,03:17:33,Patiala,Holi,March,7,10,3,1865,1865,Monday,Thursday,1865
657,C055,13,3,03-03-2023,09:37:53,08-03-2023,14:48:35,Kochi,Holi,March,9,5,14,1141,3423,Friday,Wednesday,3423
665,C060,62,5,05-03-2023,14:23:22,15-03-2023,15:54:03,Akola,Holi,March,14,10,15,1356,6780,Sunday,Wednesday,6780
666,C032,26,5,02-03-2023,09:41:06,08-03-2023,19:28:15,Jammu,Holi,March,9,6,19,289,1445,Thursday,Wednesday,1445
686,C026,50,1,01-03-2023,16:29:38,11-03-2023,21:37:59,Bardhaman,Holi,March,16,10,21,422,422,Wednesday,Saturday,422
689,C046,66,4,02-03-2023,05:52:42,07-03-2023,11:00:27,Silchar,Holi,March,5,5,11,610,2440,Thursday,Tuesday,2440
696,C046,13,3,07-03-2023,02:42:21,14-03-2023,15:08:45,Rajpur Sonarpur,Holi,March,2,7,15,1141,3423,Tuesday,Tuesday,3423
697,C026,66,1,03-03-2023,14:20:25,07-03-2023,15:14:20,Ichalkaranji,Holi,March,14,4,15,610,610,Friday,Tuesday,610
700,C006,6,1,04-03-2023,18:17:57,09-03-2023,13:43:07,Gwalior,Holi,March,18,5,13,1112,1112,Saturday,Thursday,1112
705,C004,7,1,05-03-2023,18:18:01,14-03-2023,17:57:09,Pimpri-Chinchwad,Holi,March,18,9,17,409,409,Sunday,Tuesday,409
708,C002,62,3,03-03-2023,10:59:15,12-03-2023,05:05:35,Ozhukarai,Holi,March,10,9,5,1356,4068,Friday,Sunday,4068
722,C044,13,5,02-03-2023,17:30:25,08-03-2023,08:06:58,Mathura,Holi,March,17,6,8,1141,5705,Thursday,Wednesday,5705
725,C035,35,3,06-03-2023,23:23:18,11-03-2023,20:03:47,Kishanganj,Holi,March,23,5,20,1865,5595,Monday,Saturday,5595
738,C098,16,5,03-03-2023,16:23:38,09-03-2023,01:36:32,Maheshtala,Holi,March,16,6,1,1721,8605,Friday,Thursday,8605
746,C051,35,2,02-03-2023,05:23:29,06-03-2023,06:24:41,Parbhani,Holi,March,5,4,6,1865,3730,Thursday,Monday,3730
747,C009,6,4,06-03-2023,03:43:24,11-03-2023,16:38:35,Dhanbad,Holi,March,3,5,16,1112,4448,Monday,Saturday,4448
748,C079,26,1,06-03-2023,11:13:52,07-03-2023,20:26:40,Tenali,Holi,March,11,1,20,289,289,Monday,Tuesday,289
763,C070,29,4,02-03-2023,15:22:09,04-03-2023,04:30:07,Nellore,Holi,March,15,2,4,1252,5008,Thursday,Saturday,5008
767,C077,13,2,03-03-2023,02:21:13,04-03-2023,00:14:53,Rohtak,Holi,March,2,1,0,1141,2282,Friday,Saturday,2282
772,C085,35,5,01-03-2023,05:03:06,04-03-2023,08:20:05,Machilipatnam,Holi,March,5,3,8,1865,9325,Wednesday,Saturday,9325
786,C003,47,1,05-03-2023,22:47:05,07-03-2023,07:16:53,Kirari Suleman Nagar,Holi,March,22,2,7,1638,1638,Sunday,Tuesday,1638
794,C079,13,4,04-03-2023,17:11:58,09-03-2023,14:51:06,Shimoga,Holi,March,17,5,14,1141,4564,Saturday,Thursday,4564
795,C070,7,1,03-03-2023,17:58:36,07-03-2023,22:17:46,Ujjain,Holi,March,17,4,22,409,409,Friday,Tuesday,409
797,C047,13,2,03-03-2023,20:57:50,10-03-2023,04:29:03,Tiruvottiyur,Holi,March,20,7,4,1141,2282,Friday,Friday,2282
801,C058,35,1,07-03-2023,19:15:48,15-03-2023,06:35:12,Dindigul,Holi,March,19,8,6,1865,1865,Tuesday,Wednesday,1865
803,C040,26,1,03-03-2023,12:03:48,10-03-2023,02:50:05,Sambalpur,Holi,March,12,7,2,289,289,Friday,Friday,289
809,C062,35,1,07-03-2023,19:50:47,17-03-2023,01:51:34,Ludhiana,Holi,March,19,10,1,1865,1865,Tuesday,Friday,1865
814,C094,47,5,05-03-2023,01:59:20,14-03-2023,04:41:16,Kumbakonam,Holi,March,1,9,4,1638,8190,Sunday,Tuesday,8190
826,C077,16,5,02-03-2023,20:02:07,08-03-2023,06:16:18,Udaipur,Holi,March,20,6,6,1721,8605,Thursday,Wednesday,8605
833,C002,26,3,05-03-2023,00:40:48,13-03-2023,01:40:17,Shahjahanpur,Holi,March,0,8,1,289,867,Sunday,Monday,867
841,C041,26,5,07-03-2023,06:16:00,12-03-2023,23:16:39,Bhalswa Jahangir Pur,Holi,March,6,5,23,289,1445,Tuesday,Sunday,1445
848,C005,6,1,06-03-2023,16:52:57,10-03-2023,22:26:48,Shimla,Holi,March,16,4,22,1112,1112,Monday,Friday,1112
851,C030,13,3,06-03-2023,11:31:57,10-03-2023,18:17:54,Singrauli,Holi,March,11,4,18,1141,3423,Monday,Friday,3423
862,C049,6,4,07-03-2023,05:51:14,15-03-2023,08:23:47,Shimoga,Holi,March,5,8,8,1112,4448,Tuesday,Wednesday,4448
872,C094,13,2,05-03-2023,20:27:57,10-03-2023,01:32:23,Bokaro,Holi,March,20,5,1,1141,2282,Sunday,Friday,2282
875,C011,13,1,05-03-2023,21:22:31,14-03-2023,19:57:46,Purnia,Holi,March,21,9,19,1141,1141,Sunday,Tuesday,1141
888,C014,69,3,06-03-2023,11:34:43,11-03-2023,15:14:09,Gandhinagar,Holi,March,11,5,15,998,2994,Monday,Saturday,2994
915,C014,35,1,06-03-2023,21:12:40,14-03-2023,05:32:37,Uluberia,Holi,March,21,8,5,1865,1865,Monday,Tuesday,1865
948,C061,26,3,04-03-2023,18:21:51,07-03-2023,13:11:26,Dehradun,Holi,March,18,3,13,289,867,Saturday,Tuesday,867
958,C009,16,3,07-03-2023,14:02:57,14-03-2023,22:04:41,Bihar Sharif,Holi,March,14,7,22,1721,5163,Tuesday,Tuesday,5163
963,C025,29,1,03-03-2023,08:44:19,06-03-2023,10:36:46,Phagwara,Holi,March,8,3,10,1252,1252,Friday,Monday,1252
965,C080,62,1,02-03-2023,03:15:10,06-03-2023,17:20:22,Amaravati,Holi,March,3,4,17,1356,1356,Thursday,Monday,1356
966,C061,13,2,01-03-2023,02:21:06,10-03-2023,10:22:53,Nellore,Holi,March,2,9,10,1141,2282,Wednesday,Friday,2282
